spot_id,patient_id,region
PAT002_SPOT_06_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_06_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_06_20,PAT002-BC-2026,stroma
PAT002_SPOT_06_21,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_06_22,PAT002-BC-2026,stroma
PAT002_SPOT_06_23,PAT002-BC-2026,stroma
PAT002_SPOT_06_24,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_06_25,PAT002-BC-2026,stroma
PAT002_SPOT_06_26,PAT002-BC-2026,adipose
PAT002_SPOT_06_27,PAT002-BC-2026,adipose
PAT002_SPOT_06_28,PAT002-BC-2026,adipose
PAT002_SPOT_06_29,PAT002-BC-2026,adipose
PAT002_SPOT_07_00,PAT002-BC-2026,adipose
PAT002_SPOT_07_01,PAT002-BC-2026,adipose
PAT002_SPOT_07_02,PAT002-BC-2026,adipose
PAT002_SPOT_07_03,PAT002-BC-2026,adipose
PAT002_SPOT_07_04,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_07_05,PAT002-BC-2026,stroma
PAT002_SPOT_07_06,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_07_07,PAT002-BC-2026,stroma
PAT002_SPOT_07_08,PAT002-BC-2026,stroma
PAT002_SPOT_07_09,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_07_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_07_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_07_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_07_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_07_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_07_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_07_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_07_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_07_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_07_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_07_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_07_21,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_07_22,PAT002-BC-2026,stroma
PAT002_SPOT_07_23,PAT002-BC-2026,stroma
PAT002_SPOT_07_24,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_07_25,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_07_26,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_07_27,PAT002-BC-2026,adipose
PAT002_SPOT_07_28,PAT002-BC-2026,adipose
PAT002_SPOT_07_29,PAT002-BC-2026,adipose
PAT002_SPOT_08_00,PAT002-BC-2026,adipose
PAT002_SPOT_08_01,PAT002-BC-2026,adipose
PAT002_SPOT_08_02,PAT002-BC-2026,adipose
PAT002_SPOT_08_03,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_08_04,PAT002-BC-2026,stroma
PAT002_SPOT_08_05,PAT002-BC-2026,stroma
PAT002_SPOT_08_06,PAT002-BC-2026,stroma
PAT002_SPOT_08_07,PAT002-BC-2026,stroma
PAT002_SPOT_08_08,PAT002-BC-2026,tumor_core
PAT002_SPOT_08_09,PAT002-BC-2026,tumor_core
PAT002_SPOT_08_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_08_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_08_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_08_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_08_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_08_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_08_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_08_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_08_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_08_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_08_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_08_21,PAT002-BC-2026,tumor_core
PAT002_SPOT_08_22,PAT002-BC-2026,tumor_core
PAT002_SPOT_08_23,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_08_24,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_08_25,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_08_26,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_08_27,PAT002-BC-2026,stroma
PAT002_SPOT_08_28,PAT002-BC-2026,adipose
PAT002_SPOT_08_29,PAT002-BC-2026,adipose
PAT002_SPOT_09_00,PAT002-BC-2026,adipose
PAT002_SPOT_09_01,PAT002-BC-2026,adipose
PAT002_SPOT_09_02,PAT002-BC-2026,adipose
PAT002_SPOT_09_03,PAT002-BC-2026,stroma
PAT002_SPOT_09_04,PAT002-BC-2026,stroma
PAT002_SPOT_09_05,PAT002-BC-2026,stroma
PAT002_SPOT_09_06,PAT002-BC-2026,stroma
PAT002_SPOT_09_07,PAT002-BC-2026,stroma
PAT002_SPOT_09_08,PAT002-BC-2026,tumor_core
PAT002_SPOT_09_09,PAT002-BC-2026,tumor_core
PAT002_SPOT_09_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_09_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_09_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_09_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_09_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_09_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_09_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_09_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_09_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_09_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_09_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_09_21,PAT002-BC-2026,tumor_core
PAT002_SPOT_09_22,PAT002-BC-2026,tumor_core
PAT002_SPOT_09_23,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_09_24,PAT002-BC-2026,stroma
PAT002_SPOT_09_25,PAT002-BC-2026,stroma
PAT002_SPOT_09_26,PAT002-BC-2026,stroma
PAT002_SPOT_09_27,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_09_28,PAT002-BC-2026,adipose
PAT002_SPOT_09_29,PAT002-BC-2026,adipose
PAT002_SPOT_10_00,PAT002-BC-2026,adipose
PAT002_SPOT_10_01,PAT002-BC-2026,adipose
PAT002_SPOT_10_02,PAT002-BC-2026,stroma
PAT002_SPOT_10_03,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_10_04,PAT002-BC-2026,stroma
PAT002_SPOT_10_05,PAT002-BC-2026,stroma
PAT002_SPOT_10_06,PAT002-BC-2026,stroma
PAT002_SPOT_10_07,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_08,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_09,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_21,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_22,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_23,PAT002-BC-2026,tumor_core
PAT002_SPOT_10_24,PAT002-BC-2026,stroma
PAT002_SPOT_10_25,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_10_26,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_10_27,PAT002-BC-2026,stroma
PAT002_SPOT_10_28,PAT002-BC-2026,stroma
PAT002_SPOT_10_29,PAT002-BC-2026,adipose
PAT002_SPOT_11_00,PAT002-BC-2026,adipose
PAT002_SPOT_11_01,PAT002-BC-2026,adipose
PAT002_SPOT_11_02,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_11_03,PAT002-BC-2026,stroma
PAT002_SPOT_11_04,PAT002-BC-2026,stroma
PAT002_SPOT_11_05,PAT002-BC-2026,stroma
PAT002_SPOT_11_06,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_07,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_08,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_09,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_21,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_22,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_23,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_24,PAT002-BC-2026,tumor_core
PAT002_SPOT_11_25,PAT002-BC-2026,stroma
PAT002_SPOT_11_26,PAT002-BC-2026,stroma
PAT002_SPOT_11_27,PAT002-BC-2026,stroma
PAT002_SPOT_11_28,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_11_29,PAT002-BC-2026,adipose
PAT002_SPOT_12_00,PAT002-BC-2026,adipose
PAT002_SPOT_12_01,PAT002-BC-2026,adipose
PAT002_SPOT_12_02,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_12_03,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_12_04,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_12_05,PAT002-BC-2026,stroma
PAT002_SPOT_12_06,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_07,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_08,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_09,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_21,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_22,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_23,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_24,PAT002-BC-2026,tumor_core
PAT002_SPOT_12_25,PAT002-BC-2026,stroma
PAT002_SPOT_12_26,PAT002-BC-2026,stroma
PAT002_SPOT_12_27,PAT002-BC-2026,stroma
PAT002_SPOT_12_28,PAT002-BC-2026,stroma
PAT002_SPOT_12_29,PAT002-BC-2026,adipose
PAT002_SPOT_13_00,PAT002-BC-2026,adipose
PAT002_SPOT_13_01,PAT002-BC-2026,adipose
PAT002_SPOT_13_02,PAT002-BC-2026,stroma
PAT002_SPOT_13_03,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_13_04,PAT002-BC-2026,stroma
PAT002_SPOT_13_05,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_13_06,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_07,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_08,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_09,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_21,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_22,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_23,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_24,PAT002-BC-2026,tumor_core
PAT002_SPOT_13_25,PAT002-BC-2026,stroma
PAT002_SPOT_13_26,PAT002-BC-2026,stroma
PAT002_SPOT_13_27,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_13_28,PAT002-BC-2026,stroma
PAT002_SPOT_13_29,PAT002-BC-2026,adipose
PAT002_SPOT_14_00,PAT002-BC-2026,adipose
PAT002_SPOT_14_01,PAT002-BC-2026,adipose
PAT002_SPOT_14_02,PAT002-BC-2026,stroma
PAT002_SPOT_14_03,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_14_04,PAT002-BC-2026,stroma
PAT002_SPOT_14_05,PAT002-BC-2026,stroma
PAT002_SPOT_14_06,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_07,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_08,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_09,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_21,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_22,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_23,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_24,PAT002-BC-2026,tumor_core
PAT002_SPOT_14_25,PAT002-BC-2026,stroma
PAT002_SPOT_14_26,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_14_27,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_14_28,PAT002-BC-2026,stroma
PAT002_SPOT_14_29,PAT002-BC-2026,adipose
PAT002_SPOT_15_00,PAT002-BC-2026,adipose
PAT002_SPOT_15_01,PAT002-BC-2026,adipose
PAT002_SPOT_15_02,PAT002-BC-2026,stroma
PAT002_SPOT_15_03,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_15_04,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_15_05,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_15_06,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_07,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_08,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_09,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_10,PAT002-BC-2026,tumor_core
